,index,Tokens_originals,Originals,Sources,Originals_count,Sources_count,Sources_density,Originals_density,Sources_use_density
39,distinguish,{'distinguish': 3},"['2D straight was found to be easy for small data sets, however, lines were found to be hard to distinguish due to increasing overlaps in large data sets. Several participants reported: “I answered sometimes with a very low confidence, close to luck.”\n2D curve was found to have fewer overlaps than 2D straight. However, many participants reported the curvature made it difficult to follow lines, and sometimes, the curvature was found to be unexpected, which apparently increased difficulty.\n(...)\n3D distance was easy to distinguish flows. “This one left enough gaps between the curves to clearly distinguish the curves” and “it was visually appealing.” However, a few participants commented they felt more confident with 3D quantity, and a few commented that this might be due to the double encoding used by 3D quantity (3D quantity encodes quantity with height and width).\n(...)\nGlobe was found to be the most intuitive. Many participants also commented that the visualisation “felt very sparse so it was easy to tell which lines were connected to the points”.', 'Participant Feedback.\nAt the end of the experiment each participant was given the chance to provide feedback and give comments. Some participants felt Prot´eg´e was more familiar and acceptable, e.g., commenting “The vertical aligned indented list is easier to perceive hierarchy structures”. Most of the participants gave positive feedback for OntoPlot, e.g., commenting “OntoPlot interface is more friendly”, “OntoPlot needs effort to learn, but makes tasks easier”, or “OntoPlot has more compact view of the ontology”. Some participants also provided more specific feedback such as “Lighter lines and darker lines are helpful for distinguishing siblings and non-siblings”, “The labels make finding associations much easier”, “Association labels are easy to read”, or “Tagging feature is nice”. One participant also commented on Prot´eg´e: “That is very difficult to find common ancestors with Prot´eg´e”.  A few participants also provided helpful feedback for further improvements  of OntoPlot, e.g., “Probably can use colour coding for the sibling lines to make them more obvious”, “The subtle arrows could be more effective if can indicate the number of pointing in and pointing out associations”, or “Probably can filter association classes further when there are many associations”.', 'Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.']","['https://dx.doi.org/10.1109/TVCG.2018.2865192', 'https://dx.doi.org/10.1109/TVCG.2019.2934557', 'https://dx.doi.org/10.1109/TVCG.2018.2835485']",3,3,0.08571428571428572,0.08571428571428572,1.0
40,encod,{'encoding': 1},"['2D straight was found to be easy for small data sets, however, lines were found to be hard to distinguish due to increasing overlaps in large data sets. Several participants reported: “I answered sometimes with a very low confidence, close to luck.”\n2D curve was found to have fewer overlaps than 2D straight. However, many participants reported the curvature made it difficult to follow lines, and sometimes, the curvature was found to be unexpected, which apparently increased difficulty.\n(...)\n3D distance was easy to distinguish flows. “This one left enough gaps between the curves to clearly distinguish the curves” and “it was visually appealing.” However, a few participants commented they felt more confident with 3D quantity, and a few commented that this might be due to the double encoding used by 3D quantity (3D quantity encodes quantity with height and width).\n(...)\nGlobe was found to be the most intuitive. Many participants also commented that the visualisation “felt very sparse so it was easy to tell which lines were connected to the points”.']",['https://dx.doi.org/10.1109/TVCG.2018.2865192'],1,1,0.02857142857142857,0.02857142857142857,1.0
41,spars,{'sparse': 1},"['2D straight was found to be easy for small data sets, however, lines were found to be hard to distinguish due to increasing overlaps in large data sets. Several participants reported: “I answered sometimes with a very low confidence, close to luck.”\n2D curve was found to have fewer overlaps than 2D straight. However, many participants reported the curvature made it difficult to follow lines, and sometimes, the curvature was found to be unexpected, which apparently increased difficulty.\n(...)\n3D distance was easy to distinguish flows. “This one left enough gaps between the curves to clearly distinguish the curves” and “it was visually appealing.” However, a few participants commented they felt more confident with 3D quantity, and a few commented that this might be due to the double encoding used by 3D quantity (3D quantity encodes quantity with height and width).\n(...)\nGlobe was found to be the most intuitive. Many participants also commented that the visualisation “felt very sparse so it was easy to tell which lines were connected to the points”.']",['https://dx.doi.org/10.1109/TVCG.2018.2865192'],1,1,0.02857142857142857,0.02857142857142857,1.0
42,overview,{'overview': 1},"['In the discussion and the questionnaires, the experts stated that they liked “to have an overview over a whole dataset” and “to instantly see what the group does over time”. They found the technique to be “exciting” and one of them was particularly positive about being able to see the feature development in combination with the feature distribution amongst the entities, comparing it to “the usual averaged line chart” the experts employ. On the downside, some participants stated troubles with interpreting the detailed spatial development, which one of them found “difficult to learn” and another “hard to abstract the movement” from individuals to the whole group from a cognitive point of view.']",['https://dx.doi.org/10.1109/TVCG.2018.2864907'],1,1,0.02857142857142857,0.02857142857142857,1.0
43,instant,{'instantly': 1},"['In the discussion and the questionnaires, the experts stated that they liked “to have an overview over a whole dataset” and “to instantly see what the group does over time”. They found the technique to be “exciting” and one of them was particularly positive about being able to see the feature development in combination with the feature distribution amongst the entities, comparing it to “the usual averaged line chart” the experts employ. On the downside, some participants stated troubles with interpreting the detailed spatial development, which one of them found “difficult to learn” and another “hard to abstract the movement” from individuals to the whole group from a cognitive point of view.']",['https://dx.doi.org/10.1109/TVCG.2018.2864907'],1,1,0.02857142857142857,0.02857142857142857,1.0
44,interpret,"{'interpret': 3, 'interpretation': 1}","['In the discussion and the questionnaires, the experts stated that they liked “to have an overview over a whole dataset” and “to instantly see what the group does over time”. They found the technique to be “exciting” and one of them was particularly positive about being able to see the feature development in combination with the feature distribution amongst the entities, comparing it to “the usual averaged line chart” the experts employ. On the downside, some participants stated troubles with interpreting the detailed spatial development, which one of them found “difficult to learn” and another “hard to abstract the movement” from individuals to the whole group from a cognitive point of view.', 'They agreed that the orientation plot (cf. Fig. 6) is suitable to discern valves with high and low directional variance (S(++)=2,S(+)=4). Furthermore, they could interpret motion of the whole valve inside the heart using the position path (S(++) = 2,S(+) = 4) and all experts stated they could understand the orientation of the path due to the linkage to the 3D+t view perspective.', 'Especially the physicians pointed out that the clear connection between data and anatomy felt more intuitive to them than in the old representation.\n\nWe also observed that experts usually interpreted the direction correctly, however, many required 3D scene interaction to do so. One physician mentioned that it would be advantageous if shear forces could be spotted more easily.', 'TAM also received two neutral assessments, justified by the participants who affirmed that “to completely understand TAM it is necessary to have a better knowledge of the network”, and that “TAM needs better interaction techniques, such as the selection of a node in the nodelink diagram and its automatic selection in the TAM layout”. We implemented this feature after the user study. Besides those neutral and negative assessments, participants considered that “the integration of all layouts facilitated the analysis and each brought a different aspect of the network being analyzed”. Another participant even complemented this idea by explaining that “the Taxonomy Matrix allows a quick interpretation of communities, the node-link diagram is very useful to analyze the cases separately, and TAM adds the missing temporal information”.']","['https://dx.doi.org/10.1109/TVCG.2018.2864907', 'https://dx.doi.org/10.1109/TVCG.2019.2934337', 'https://dx.doi.org/10.1109/TVCG.2020.3030388', 'https://dx.doi.org/10.1109/TVCG.2022.3209477']",4,4,0.11428571428571428,0.11428571428571428,1.0
45,hard,{'hard': 4},"['In the discussion and the questionnaires, the experts stated that they liked “to have an overview over a whole dataset” and “to instantly see what the group does over time”. They found the technique to be “exciting” and one of them was particularly positive about being able to see the feature development in combination with the feature distribution amongst the entities, comparing it to “the usual averaged line chart” the experts employ. On the downside, some participants stated troubles with interpreting the detailed spatial development, which one of them found “difficult to learn” and another “hard to abstract the movement” from individuals to the whole group from a cognitive point of view.', 'However, due to the lack of educational and methodological explanations, they were unclear about certain descriptions (“I have [had] a hard time trying to figure out the meanings of the acronyms [metrics] in parallel coordinates plot and scatter plot [...]”); two participants disagreed that the document is self-explanatory due to lack of educational and methodological explanations (reaction: we consistently added educational and methodological explanations).', 'participants commented that the linear design helped them browsing elements (H4). On the contrary, 7 out of 13 commented on the fact that the lines were “wiggly and visually distracting when counting the elements”, “intersecting in a confusing way” and “hard to tell apart”. A few participants also commented that they would get lost following the lines and had to start counting again from the beginning.\n\nparticipants commented that “the overlapping color blobs made it near impossible to figure out how many were overlapping”, “creating visual chaos” and a few participants commented that they “could not find a thing in there”.', 'comments sorted under ""Visibility"" (from additional content of the paper):\n\nEasy to find the names\nHard/confusing to find people\nEverything is visible\nI cannot see everything at once/I want to zoom out or summarization view\nSummary of selections needed\nTook too much space\nCrowded view\nHaving a big map is convenient\nConfusing to have several maps\nIt shows things better']","['https://dx.doi.org/10.1109/TVCG.2018.2864907', 'https://dx.doi.org/10.1109/TVCG.2019.2934669', 'https://dx.doi.org/10.1109/TVCG.2013.76', 'https://dx.doi.org/10.1109/TVCG.2022.3209480']",4,4,0.11428571428571428,0.11428571428571428,1.0
46,cognit,{'cognitive': 1},"['In the discussion and the questionnaires, the experts stated that they liked “to have an overview over a whole dataset” and “to instantly see what the group does over time”. They found the technique to be “exciting” and one of them was particularly positive about being able to see the feature development in combination with the feature distribution amongst the entities, comparing it to “the usual averaged line chart” the experts employ. On the downside, some participants stated troubles with interpreting the detailed spatial development, which one of them found “difficult to learn” and another “hard to abstract the movement” from individuals to the whole group from a cognitive point of view.']",['https://dx.doi.org/10.1109/TVCG.2018.2864907'],1,1,0.02857142857142857,0.02857142857142857,1.0
47,present,{'present': 1},"['Expressive Visual Design Improve Data Comprehension\nParticipants also provided other positive comments on DataShot’s visual design. They all agreed the visualization presented in DataShot is easy to understand. Participants commented regarding the visual design that “...(DataShot) provides meaningful annotations for me to understand the data better” (P1, male, 22), and “the short description (of each fact sheet elements) helps me dive into the content of the data” (P3, male, 22). At the same time, participants commented on the expressiveness of DataShot, “The visual design is quite rich...I have plenty of choices to show the data from different aspects” (P9, female, 29). Moreover, participants also commented on the attractiveness of the fact sheet design. “I got a rough idea after I read the data, but DataShot presents the data in a more thought-provoking and eye-catching way” (P9, female, 29). One participant (P7, male, 22) noted, “I want to copy the charts into my presentation slides”. However, participants also pointed out that such an auto-generated process could diminish the diversity and decrease the creativity of the final output, which could hamper the expressiveness.']",['https://dx.doi.org/10.1109/TVCG.2019.2934784'],1,1,0.02857142857142857,0.02857142857142857,1.0
48,perceiv,{'perceive': 1},"['Participant Feedback.\nAt the end of the experiment each participant was given the chance to provide feedback and give comments. Some participants felt Prot´eg´e was more familiar and acceptable, e.g., commenting “The vertical aligned indented list is easier to perceive hierarchy structures”. Most of the participants gave positive feedback for OntoPlot, e.g., commenting “OntoPlot interface is more friendly”, “OntoPlot needs effort to learn, but makes tasks easier”, or “OntoPlot has more compact view of the ontology”. Some participants also provided more specific feedback such as “Lighter lines and darker lines are helpful for distinguishing siblings and non-siblings”, “The labels make finding associations much easier”, “Association labels are easy to read”, or “Tagging feature is nice”. One participant also commented on Prot´eg´e: “That is very difficult to find common ancestors with Prot´eg´e”.  A few participants also provided helpful feedback for further improvements  of OntoPlot, e.g., “Probably can use colour coding for the sibling lines to make them more obvious”, “The subtle arrows could be more effective if can indicate the number of pointing in and pointing out associations”, or “Probably can filter association classes further when there are many associations”.']",['https://dx.doi.org/10.1109/TVCG.2019.2934557'],1,1,0.02857142857142857,0.02857142857142857,1.0
49,code,{'coding': 1},"['Participant Feedback.\nAt the end of the experiment each participant was given the chance to provide feedback and give comments. Some participants felt Prot´eg´e was more familiar and acceptable, e.g., commenting “The vertical aligned indented list is easier to perceive hierarchy structures”. Most of the participants gave positive feedback for OntoPlot, e.g., commenting “OntoPlot interface is more friendly”, “OntoPlot needs effort to learn, but makes tasks easier”, or “OntoPlot has more compact view of the ontology”. Some participants also provided more specific feedback such as “Lighter lines and darker lines are helpful for distinguishing siblings and non-siblings”, “The labels make finding associations much easier”, “Association labels are easy to read”, or “Tagging feature is nice”. One participant also commented on Prot´eg´e: “That is very difficult to find common ancestors with Prot´eg´e”.  A few participants also provided helpful feedback for further improvements  of OntoPlot, e.g., “Probably can use colour coding for the sibling lines to make them more obvious”, “The subtle arrows could be more effective if can indicate the number of pointing in and pointing out associations”, or “Probably can filter association classes further when there are many associations”.']",['https://dx.doi.org/10.1109/TVCG.2019.2934557'],1,1,0.02857142857142857,0.02857142857142857,1.0
50,obvious,{'obvious': 2},"['Participant Feedback.\nAt the end of the experiment each participant was given the chance to provide feedback and give comments. Some participants felt Prot´eg´e was more familiar and acceptable, e.g., commenting “The vertical aligned indented list is easier to perceive hierarchy structures”. Most of the participants gave positive feedback for OntoPlot, e.g., commenting “OntoPlot interface is more friendly”, “OntoPlot needs effort to learn, but makes tasks easier”, or “OntoPlot has more compact view of the ontology”. Some participants also provided more specific feedback such as “Lighter lines and darker lines are helpful for distinguishing siblings and non-siblings”, “The labels make finding associations much easier”, “Association labels are easy to read”, or “Tagging feature is nice”. One participant also commented on Prot´eg´e: “That is very difficult to find common ancestors with Prot´eg´e”.  A few participants also provided helpful feedback for further improvements  of OntoPlot, e.g., “Probably can use colour coding for the sibling lines to make them more obvious”, “The subtle arrows could be more effective if can indicate the number of pointing in and pointing out associations”, or “Probably can filter association classes further when there are many associations”.', '“I feel like this is providing useful insight and... the sentiment easily got me to the areas in the video where the user was confused.”-P5-1 Another reason was that “the icons and sentiments are very easy to understand.”-P4-1\n\n“I actually almost paid all of my attention on the scrolling speed. Compared to the icons, I definitely prefer to look at the visualizations.”-P1-2 “I looked at the peak of the waves of the scrolling speed just to double-check what was happening.”-P6-1 Also, P3-1 thought the scrolling speed was useful, but would like to see numbers instead of a relative scale from “slow” to “fast.” \n\nHowever, these two features were relatively less used. One reason was that “they are too far away from the video so while I’m watching the video I couldn’t see that information.”-P2-2 In addition, P4-2 mentioned “I didn’t really look at the scrolling speed, because I think this is not super relevant to this task.”\n\nInterestingly, participants also used a combination of different features to better locate segments that contained usability problems. “In the same column, if there were two or more icons that show abnormalities,\r I paid more attention to it because it’s more obvious.”-P1-2']","['https://dx.doi.org/10.1109/TVCG.2019.2934557', 'https://dx.doi.org/10.1109/TVCG.2021.3114822']",2,2,0.05714285714285714,0.05714285714285714,1.0
51,effect,{'effective': 1},"['Participant Feedback.\nAt the end of the experiment each participant was given the chance to provide feedback and give comments. Some participants felt Prot´eg´e was more familiar and acceptable, e.g., commenting “The vertical aligned indented list is easier to perceive hierarchy structures”. Most of the participants gave positive feedback for OntoPlot, e.g., commenting “OntoPlot interface is more friendly”, “OntoPlot needs effort to learn, but makes tasks easier”, or “OntoPlot has more compact view of the ontology”. Some participants also provided more specific feedback such as “Lighter lines and darker lines are helpful for distinguishing siblings and non-siblings”, “The labels make finding associations much easier”, “Association labels are easy to read”, or “Tagging feature is nice”. One participant also commented on Prot´eg´e: “That is very difficult to find common ancestors with Prot´eg´e”.  A few participants also provided helpful feedback for further improvements  of OntoPlot, e.g., “Probably can use colour coding for the sibling lines to make them more obvious”, “The subtle arrows could be more effective if can indicate the number of pointing in and pointing out associations”, or “Probably can filter association classes further when there are many associations”.']",['https://dx.doi.org/10.1109/TVCG.2019.2934557'],1,1,0.02857142857142857,0.02857142857142857,1.0
52,discern,{'discern': 1},"['They agreed that the orientation plot (cf. Fig. 6) is suitable to discern valves with high and low directional variance (S(++)=2,S(+)=4). Furthermore, they could interpret motion of the whole valve inside the heart using the position path (S(++) = 2,S(+) = 4) and all experts stated they could understand the orientation of the path due to the linkage to the 3D+t view perspective.']",['https://dx.doi.org/10.1109/TVCG.2019.2934337'],1,1,0.02857142857142857,0.02857142857142857,1.0
53,unclear,{'unclear': 1},"['However, due to the lack of educational and methodological explanations, they were unclear about certain descriptions (“I have [had] a hard time trying to figure out the meanings of the acronyms [metrics] in parallel coordinates plot and scatter plot [...]”); two participants disagreed that the document is self-explanatory due to lack of educational and methodological explanations (reaction: we consistently added educational and methodological explanations).']",['https://dx.doi.org/10.1109/TVCG.2019.2934669'],1,1,0.02857142857142857,0.02857142857142857,1.0
54,mean,{'meaning': 1},"['However, due to the lack of educational and methodological explanations, they were unclear about certain descriptions (“I have [had] a hard time trying to figure out the meanings of the acronyms [metrics] in parallel coordinates plot and scatter plot [...]”); two participants disagreed that the document is self-explanatory due to lack of educational and methodological explanations (reaction: we consistently added educational and methodological explanations).']",['https://dx.doi.org/10.1109/TVCG.2019.2934669'],1,1,0.02857142857142857,0.02857142857142857,1.0
55,correct,{'correctly': 1},"['Especially the physicians pointed out that the clear connection between data and anatomy felt more intuitive to them than in the old representation.\n\nWe also observed that experts usually interpreted the direction correctly, however, many required 3D scene interaction to do so. One physician mentioned that it would be advantageous if shear forces could be spotted more easily.']",['https://dx.doi.org/10.1109/TVCG.2020.3030388'],1,1,0.02857142857142857,0.02857142857142857,1.0
56,spot,{'spot': 1},"['Especially the physicians pointed out that the clear connection between data and anatomy felt more intuitive to them than in the old representation.\n\nWe also observed that experts usually interpreted the direction correctly, however, many required 3D scene interaction to do so. One physician mentioned that it would be advantageous if shear forces could be spotted more easily.']",['https://dx.doi.org/10.1109/TVCG.2020.3030388'],1,1,0.02857142857142857,0.02857142857142857,1.0
57,visual,{'visualize': 1},"['Reviewing open-ended feedback showed us that difficulty under standing was attributed to unfamiliarity with a visualization: “It was somewhat challenging because I’m not familiar with this type of graph. Additionally, the abstract nature of our graph systems, and also novelty effects influenced difficulty. P111 says, “Their abstract nature was the most difficult to understand. Observing this with a real life example would make it easier to visualize and conceptualize.” Finally, our participants indicated that they used both visualization and narratives for causal inference: “I think having both the summary and the color coded chart makes it much easier to understand [...].”']",['https://dx.doi.org/10.1109/TVCG.2020.3030358'],1,1,0.02857142857142857,0.02857142857142857,1.0
58,conceptu,{'conceptualize': 1},"['Reviewing open-ended feedback showed us that difficulty under standing was attributed to unfamiliarity with a visualization: “It was somewhat challenging because I’m not familiar with this type of graph. Additionally, the abstract nature of our graph systems, and also novelty effects influenced difficulty. P111 says, “Their abstract nature was the most difficult to understand. Observing this with a real life example would make it easier to visualize and conceptualize.” Finally, our participants indicated that they used both visualization and narratives for causal inference: “I think having both the summary and the color coded chart makes it much easier to understand [...].”']",['https://dx.doi.org/10.1109/TVCG.2020.3030358'],1,1,0.02857142857142857,0.02857142857142857,1.0
59,distract,{'distracting': 2},"['participants commented that the linear design helped them browsing elements (H4). On the contrary, 7 out of 13 commented on the fact that the lines were “wiggly and visually distracting when counting the elements”, “intersecting in a confusing way” and “hard to tell apart”. A few participants also commented that they would get lost following the lines and had to start counting again from the beginning.\n\nparticipants commented that “the overlapping color blobs made it near impossible to figure out how many were overlapping”, “creating visual chaos” and a few participants commented that they “could not find a thing in there”.', 'Another participant commented, “Left graph uses too many colors which is distracting and messy,” which was coded as “disliked color, too many colors, disliked aesthetics, cluttered.”\n\nMany participants claimed that the cluttered graphs were “disorganized” and “visually unappealing.” ']","['https://dx.doi.org/10.1109/TVCG.2013.76', 'https://dx.doi.org/10.1109/TVCG.2021.3068337']",2,2,0.05714285714285714,0.05714285714285714,1.0
60,chao,{'chaos': 1},"['participants commented that the linear design helped them browsing elements (H4). On the contrary, 7 out of 13 commented on the fact that the lines were “wiggly and visually distracting when counting the elements”, “intersecting in a confusing way” and “hard to tell apart”. A few participants also commented that they would get lost following the lines and had to start counting again from the beginning.\n\nparticipants commented that “the overlapping color blobs made it near impossible to figure out how many were overlapping”, “creating visual chaos” and a few participants commented that they “could not find a thing in there”.']",['https://dx.doi.org/10.1109/TVCG.2013.76'],1,1,0.02857142857142857,0.02857142857142857,1.0
61,easier,{'easier': 1},['Several participants felt that it was “easier” to answer the questions using the 3D technique. The 3D technique was perceived as “very cool” and “much better” for getting all the required information for the questions.\n\nSome perceived the 3D style as “busy” and “messy” at first but mentioned that they were “more comfortable” with it and were able to “find their way around” after using it for a while during the practice rounds.'],['https://dx.doi.org/10.1109/TVCG.2014.2329308'],1,1,0.02857142857142857,0.02857142857142857,1.0
62,busi,{'busy': 1},['Several participants felt that it was “easier” to answer the questions using the 3D technique. The 3D technique was perceived as “very cool” and “much better” for getting all the required information for the questions.\n\nSome perceived the 3D style as “busy” and “messy” at first but mentioned that they were “more comfortable” with it and were able to “find their way around” after using it for a while during the practice rounds.'],['https://dx.doi.org/10.1109/TVCG.2014.2329308'],1,1,0.02857142857142857,0.02857142857142857,1.0
63,messi,{'messy': 2},"['Several participants felt that it was “easier” to answer the questions using the 3D technique. The 3D technique was perceived as “very cool” and “much better” for getting all the required information for the questions.\n\nSome perceived the 3D style as “busy” and “messy” at first but mentioned that they were “more comfortable” with it and were able to “find their way around” after using it for a while during the practice rounds.', 'Another participant commented, “Left graph uses too many colors which is distracting and messy,” which was coded as “disliked color, too many colors, disliked aesthetics, cluttered.”\n\nMany participants claimed that the cluttered graphs were “disorganized” and “visually unappealing.” ']","['https://dx.doi.org/10.1109/TVCG.2014.2329308', 'https://dx.doi.org/10.1109/TVCG.2021.3068337']",2,2,0.05714285714285714,0.05714285714285714,1.0
64,comfort,{'comfortable': 1},['Several participants felt that it was “easier” to answer the questions using the 3D technique. The 3D technique was perceived as “very cool” and “much better” for getting all the required information for the questions.\n\nSome perceived the 3D style as “busy” and “messy” at first but mentioned that they were “more comfortable” with it and were able to “find their way around” after using it for a while during the practice rounds.'],['https://dx.doi.org/10.1109/TVCG.2014.2329308'],1,1,0.02857142857142857,0.02857142857142857,1.0
65,richer,{'richer': 1},"['“It was much less cluttered in C3”,\n“I can feel richer depth perception with C3”,\n“C1 and C2 look flat”,\n“C3 looks like coral, C2 looks like broken egg shells”,\n“C3 looks more neat”.']",['https://dx.doi.org/10.1109/TVCG.2014.2337337'],1,1,0.02857142857142857,0.02857142857142857,1.0
66,neat,{'neat': 1},"['“It was much less cluttered in C3”,\n“I can feel richer depth perception with C3”,\n“C1 and C2 look flat”,\n“C3 looks like coral, C2 looks like broken egg shells”,\n“C3 looks more neat”.']",['https://dx.doi.org/10.1109/TVCG.2014.2337337'],1,1,0.02857142857142857,0.02857142857142857,1.0
67,hamper,{'hamper': 1},"['Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.']",['https://dx.doi.org/10.1109/TVCG.2018.2835485'],1,1,0.02857142857142857,0.02857142857142857,1.0
68,appropri,{'appropriate': 1},"['Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.']",['https://dx.doi.org/10.1109/TVCG.2018.2835485'],1,1,0.02857142857142857,0.02857142857142857,1.0
69,effici,{'efficient': 1},"['Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.']",['https://dx.doi.org/10.1109/TVCG.2018.2835485'],1,1,0.02857142857142857,0.02857142857142857,1.0
70,highlight,{'highlight': 1},"['Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.']",['https://dx.doi.org/10.1109/TVCG.2018.2835485'],1,1,0.02857142857142857,0.02857142857142857,1.0
71,attract,{'attract': 1},"['Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.']",['https://dx.doi.org/10.1109/TVCG.2018.2835485'],1,1,0.02857142857142857,0.02857142857142857,1.0
72,attent,{'attention': 2},"['Visual Design.\n\nMost of the users agreed that our visual design could intuitively convey the semantic information. Given that we use the scatterplot as our visualization, they found it easy for them to recognize the images and their similarities. However, one user indicated that the estimation of image similarities was not so easy, as the visualization can be explored in different scales, which sometimes hampered his estimation of the distances. Another user mentioned that it would be more useful if the images can be visualized temporally for the task of image management. In addition, three users made comments about the color. One of them thought the color is appropriate, which provided her an impression of the starry sky. Two of them thought the color is a little confusing as it did not well distinguish between different semantic clusters. Due to the limitation of our clustering method, however, some semantically similar images may be assigned to different groups. Moreover, one user thought that it was not efficient to show all the text in the same size. He hoped that important words could be highlighted by a larger text to attract his attention.', '“I feel like this is providing useful insight and... the sentiment easily got me to the areas in the video where the user was confused.”-P5-1 Another reason was that “the icons and sentiments are very easy to understand.”-P4-1\n\n“I actually almost paid all of my attention on the scrolling speed. Compared to the icons, I definitely prefer to look at the visualizations.”-P1-2 “I looked at the peak of the waves of the scrolling speed just to double-check what was happening.”-P6-1 Also, P3-1 thought the scrolling speed was useful, but would like to see numbers instead of a relative scale from “slow” to “fast.” \n\nHowever, these two features were relatively less used. One reason was that “they are too far away from the video so while I’m watching the video I couldn’t see that information.”-P2-2 In addition, P4-2 mentioned “I didn’t really look at the scrolling speed, because I think this is not super relevant to this task.”\n\nInterestingly, participants also used a combination of different features to better locate segments that contained usability problems. “In the same column, if there were two or more icons that show abnormalities,\r I paid more attention to it because it’s more obvious.”-P1-2']","['https://dx.doi.org/10.1109/TVCG.2018.2835485', 'https://dx.doi.org/10.1109/TVCG.2021.3114822']",2,2,0.05714285714285714,0.05714285714285714,1.0
