seed,Answers_count,submitdate,lastpage,Age,Gender,Education,English_primary,English_fluent,refurl,colorDeficiency,colorDeficiency_comment_,rand,ATaskRV,ATaskFE,ATaskTopic,answerA,answerA_other_,attentionCheckA,clearDataA,clearDataA_other_,clearRepresentA,clearRepresentA_other_,crowdA,complexA,confidA,confusA,messiA,deciphA,distinguishA,distinguishA_other_,distractA,effectA,effectA_other_,findA,findA_other_,identifiA,identifiA_other_,informA,lostA,meanElemA,meanOveralA,obviousA,organizA,organizA_other_,representA,readA,readA_other_,readablA,readablA_other_,seeA,simplA,simplA_other_,understandEasiA,understandQuickA,valuA,valuA_other_,visiblA,BTaskRV,BTaskFCT,BTaskTopic,answerB,answerB_other_,attentionCheckB,clearDataB,clearRepresentB,crowdB,complexB,complexB_other_,confidB,confusB,messiB,messiB_other_,deciphB,deciphB_other_,distinguishB,distractB,distractB_other_,effectB,findB,identifiB,informB,lostB,lostB_other_,meanElemB,meanOveralB,obviousB,organizB,representB,readB,readablB,readablB_other_,seeB,seeB_other_,simplB,understandEasiB,understandQuickB,valuB,visiblB,CTaskFE,CTaskMC,CTaskTopic,CTopicError,CTaskTopicTryAgain,answerC,attentionCheckC,clearDataC,clearRepresentC,clearRepresentC_other_,crowdC,complexC,confidC,confusC,confusC_other_,messiC,deciphC,distinguishC,distinguishC_other_,distractC,distractC_other_,effectC,findC,identifiC,informC,informC_other_,lostC,meanElemC,meanOveralC,obviousC,obviousC_other_,organizC,representC,representC_other_,readC,readC_other_,readablC,seeC,seeC_other_,simplC,understandEasiC,understandQuickC,understandQuickC_other_,valuC,valuC_other_,visiblC,visiblC_other_,DTaskFE,DTaskMC,DTaskTopic,DTopicError,DTaskTopicTryAgain,answerD,attentionCheckD,clearDataD,clearRepresentD,crowdD,crowdD_other_,complexD,complexD_other_,confidD,confidD_other_,confusD,confusD_other_,messiD,deciphD,deciphD_other_,distinguishD,distinguishD_other_,distractD,effectD,effectD_other_,findD,identifiD,identifiD_other_,informD,lostD,meanElemD,meanElemD_other_,meanOveralD,meanOveralD_other_,obviousD,organizD,organizD_other_,representD,representD_other_,readD,readD_other_,readablD,readablD_other_,seeD,simplD,simplD_other_,understandEasiD,understandEasiD_other_,understandQuickD,understandQuickD_other_,valuD,valuD_other_,visiblD,visiblD_other_,interviewtime,CF001Time,colorDeficiencyTime,IntroTime,ATaskRVTime,ATaskFETime,ATaskTopicTime,answerATime,attentionCheckATime,clearDataATime,clearRepresentATime,crowdATime,complexATime,confidATime,confusATime,messiATime,deciphATime,distinguishATime,distractATime,effectATime,findATime,identifiATime,informATime,lostATime,meanElemATime,meanOveralATime,obviousATime,organizATime,representATime,readATime,readablATime,seeATime,simplATime,understandEasiATime,understandQuickATime,valuATime,visiblATime,BTaskRVTime,BTaskFCTTime,BTaskTopicTime,answerBTime,attentionCheckBTime,clearDataBTime,clearRepresentBTime,crowdBTime,complexBTime,confidBTime,confusBTime,messiBTime,deciphBTime,distinguishBTime,distractBTime,effectBTime,findBTime,identifiBTime,informBTime,lostBTime,meanElemBTime,meanOveralBTime,obviousBTime,organizBTime,representBTime,readBTime,readablBTime,seeBTime,simplBTime,understandEasiBTime,understandQuickBTime,valuBTime,visiblBTime,CTaskFETime,CTaskMCTime,CTaskTopicTime,CTopicErrorTime,CTaskTopicTryAgainTime,answerCTime,attentionCheckCTime,clearDataCTime,clearRepresentCTime,crowdCTime,complexCTime,confidCTime,confusCTime,messiCTime,deciphCTime,distinguishCTime,distractCTime,effectCTime,findCTime,identifiCTime,informCTime,lostCTime,meanElemCTime,meanOveralCTime,obviousCTime,organizCTime,representCTime,readCTime,readablCTime,seeCTime,simplCTime,understandEasiCTime,understandQuickCTime,valuCTime,visiblCTime,DTaskFETime,DTaskMCTime,DTaskTopicTime,DTopicErrorTime,DTaskTopicTryAgainTime,answerDTime,attentionCheckDTime,clearDataDTime,clearRepresentDTime,crowdDTime,complexDTime,confidDTime,confusDTime,messiDTime,deciphDTime,distinguishDTime,distractDTime,effectDTime,findDTime,identifiDTime,informDTime,lostDTime,meanElemDTime,meanOveralDTime,obviousDTime,organizDTime,representDTime,readDTime,readablDTime,seeDTime,simplDTime,understandEasiDTime,understandQuickDTime,valuDTime,visiblDTime,ETaskRV,ETaskCl,ETaskTopic,answerE,answerE_other_,attentionCheckE,clearDataE,clearRepresentE,crowdE,complexE,confidE,confusE,messiE,deciphE,distinguishE,distractE,effectE,findE,identifiE,informE,lostE,meanElemE,meanElemE_other_,meanOveralE,obviousE,obviousE_other_,organizE,representE,readE,readablE,seeE,simplE,understandEasiE,understandQuickE,valuE,valuE_other_,visiblE,FTaskRV,FTaskFCT,FTaskTopic,answerF,attentionCheckF,clearDataF,clearRepresentF,crowdF,complexF,confidF,confusF,messiF,deciphF,distinguishF,distractF,effectF,findF,identifiF,informF,lostF,meanElemF,meanOveralF,obviousF,organizF,organizF_other_,representF,readF,readablF,seeF,simplF,understandEasiF,understandQuickF,valuF,visiblF,ETaskRVTime,ETaskClTime,ETaskTopicTime,answerETime,attentionCheckETime,clearDataETime,clearRepresentETime,crowdETime,complexETime,confidETime,confusETime,messiETime,deciphETime,distinguishETime,distractETime,effectETime,findETime,identifiETime,informETime,lostETime,meanElemETime,meanOveralETime,obviousETime,organizETime,representETime,readETime,readablETime,seeETime,simplETime,understandEasiETime,understandQuickETime,valuETime,visiblETime,FTaskRVTime,FTaskFCTTime,FTaskTopicTime,answerFTime,attentionCheckFTime,clearDataFTime,clearRepresentFTime,crowdFTime,complexFTime,confidFTime,confusFTime,messiFTime,deciphFTime,distinguishFTime,distractFTime,effectFTime,findFTime,identifiFTime,informFTime,lostFTime,meanElemFTime,meanOveralFTime,obviousFTime,organizFTime,representFTime,readFTime,readablFTime,seeFTime,simplFTime,understandEasiFTime,understandQuickFTime,valuFTime,visiblFTime,FTopicError,FTaskTopicTryAgain,seeF_other_,FTopicErrorTime,FTaskTopicTryAgainTime,clearDataE_other_,clearRepresentE_other_,complexE_other_,confidE_other_,distinguishE_other_,distractE_other_,effectE_other_,informE_other_,lostE_other_,meanOveralE_other_,organizE_other_,representE_other_,readE_other_,readablE_other_,seeE_other_,simplE_other_,understandEasiE_other_,understandQuickE_other_,visiblE_other_,answerF_other_,clearDataF_other_,complexF_other_,confidF_other_,confusF_other_,messiF_other_,deciphF_other_,distinguishF_other_,findF_other_,lostF_other_,meanOveralF_other_,readF_other_,simplF_other_,understandQuickF_other_,visiblF_other_
167391477273,82,2024-02-16 19:01:50,77,37,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.62,22.01,24.79,82.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3,The family tree of a student,Agree,,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Slightly agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.46,27.62,36.85,16.86,11.73,8.55,9.95,8.18,35.89,9.85,9.39,60.43,13.97,11.13,8.49,9.12,16.99,7.76,21.58,6.58,52.71,15.26,11.15,7.58,8.68,11.32,9.52,8.34,10.61,24.07,10.01,9.37,22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36672960057,82,2024-02-16 16:34:27,77,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),False,True,https://app.prolific.com/,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.99,44.43,26.96,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,160€",Increasing or slightly increasing,Evolution of sales profits on office supplies and equipment,Slightly agree,Slightly agree,Neutral,Agree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Agree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Slightly disagree,,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly agree,Agree,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81,74.85,26.98,18.3,7.77,8.36,7.25,14.45,6.97,7.07,5.29,17.67,11.18,10.81,12.16,6.54,13.89,5.23,7.31,55.92,8.39,5.29,53.06,22.08,7.94,5.69,5.68,6.41,10.14,26.43,9.03,5.49,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156629436526,82,2024-02-16 19:28:04,77,23,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,False,True,https://app.prolific.com/,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.56,44.4,16.14,19.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,636€",Increasing or slightly increasing,Evolution of sales profits on office supplies and equipment,Neutral,Slightly agree,Disagree,Disagree,Strongly disagree,Neutral,Slightly agree,Disagree,Strongly disagree,Neutral,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Disagree,Agree,Slightly agree,Strongly disagree,,Slightly agree,Neutral,Disagree,Disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.25,34.12,13.35,7.52,7.79,5.37,5.95,6.3,6.22,5.93,17.86,10.56,10.91,11.23,7.44,5.97,7.58,9.7,8.43,6.18,9.46,7.02,10.31,12.42,5.94,5.16,6.4,8.07,5.99,5.72,40.02,6.0,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153374952986,82,2024-02-16 15:06:59,77,26,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),False,True,https://app.prolific.com/,No,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.83,102.97,11.65,75.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3,The family tree of a student,Slightly agree,,Slightly agree,Slightly disagree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,,Slightly disagree,Slightly disagree,,Neutral,Slightly disagree,Disagree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly agree,,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.98,40.07,10.32,8.51,8.83,5.51,8.32,10.57,6.31,10.71,6.39,7.82,8.46,11.36,14.6,7.02,9.34,4.85,6.31,8.42,18.24,11.2,7.33,7.82,6.54,6.82,4.09,16.06,4.86,4.33,4.93,5.44,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198551704955,82,2024-02-16 14:44:22,77,21,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,False,True,https://app.prolific.com/,No,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.17,7.05,15.84,36.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3,The family tree of a student,Slightly disagree,,Slightly agree,Disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Disagree,Neutral,Disagree,Slightly agree,Neutral,Disagree,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,,Neutral,Disagree,,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neutral,Strongly disagree,Slightly disagree,Disagree,Slightly disagree,,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75,18.31,6.9,9.2,5.22,4.28,17.8,5.61,4.34,3.79,3.52,6.42,37.92,8.11,3.94,5.68,3.7,4.57,4.52,4.14,4.9,4.12,4.92,4.16,5.14,3.71,3.47,7.22,4.46,3.9,4.43,5.65,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123437125437,82,2024-02-16 17:55:10,77,21,Man (including Trans Male/Trans Man),High school diploma/A-levels,False,True,https://app.prolific.com/,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.86,27.88,17.41,37.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,321€",Increasing or slightly increasing,Evolution of sales profits on office supplies and equipment,Agree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Strongly agree,Slightly agree,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.17,37.07,14.79,19.91,12.17,9.85,17.1,10.87,17.06,11.57,34.06,8.44,31.47,12.85,10.99,9.14,6.78,13.21,8.58,9.01,31.88,16.82,11.38,19.05,19.83,5.83,19.28,14.55,11.29,6.85,6.04,7.95,32.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52999599296,82,2024-02-16 20:13:09,77,24,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),False,True,https://app.prolific.com/,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.22,7.38,10.97,70.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,636€",Increasing or slightly increasing,Evolution of sales profits on office supplies and equipment,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Slightly agree,,Agree,Slightly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.67,44.2,43.85,25.13,9.18,6.79,6.55,7.83,8.05,13.86,7.61,8.13,9.15,9.01,16.22,5.08,9.26,7.81,12.3,72.13,8.58,34.92,8.37,7.23,19.57,8.01,6.51,11.73,5.7,5.1,6.25,6.35,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90842388199,82,2024-02-16 15:00:10,77,32,Woman (including Trans Female/Trans Woman),Technical/community college,True,True,https://app.prolific.com/,Yes,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.03,16.72,47.27,130.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The visualization doesn't show this information,4,The family tree of a student,Slightly agree,,Slightly agree,Slightly disagree,Slightly disagree,Agree,Neutral,Slightly disagree,Slightly disagree,Agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Disagree,Neutral,Slightly disagree,Agree,,Slightly disagree,Neutral,,Slightly agree,Slightly disagree,Neutral,Neutral,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,,Slightly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.29,77.19,16.12,11.85,28.28,23.93,11.62,9.62,15.17,12.35,196.88,10.16,26.49,30.29,43.41,11.2,15.19,63.59,9.27,18.63,21.13,18.47,9.3,34.97,9.6,13.34,77.85,31.25,29.14,11.47,56.18,46.83,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165910605120,82,2024-02-16 15:25:27,77,23,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),True,True,https://app.prolific.com/,No,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.75,22.02,14.23,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3,The family tree of a student,Agree,,Slightly agree,Slightly disagree,Agree,Neutral,Disagree,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Agree,Slightly agree,Neutral,Agree,Neutral,Slightly disagree,Neutral,Slightly agree,,Agree,Slightly agree,,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,,Slightly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.37,340.17,26.77,15.14,29.63,33.04,92.89,126.86,170.58,14.59,8.7,7.1,204.56,10.12,8.79,25.9,10.76,6.65,24.52,37.82,24.66,25.16,9.03,21.48,30.58,10.51,20.01,11.03,240.79,7.71,184.09,6.41,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83880718299,82,2024-02-16 17:05:01,77,36,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),True,True,https://app.prolific.com/,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.15,7.73,4.52,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,636€",Increasing or slightly increasing,Evolution of sales profits on office supplies and equipment,Slightly agree,Slightly agree,Neutral,Strongly agree,Disagree,Agree,Agree,Neutral,Slightly disagree,Neutral,Neutral,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Agree,Neutral,Agree,Agree,Agree,Slightly agree,,Slightly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.16,16.11,29.77,2.5,5.26,4.7,3.48,4.73,3.54,3.26,3.86,4.71,4.12,4.9,4.47,3.39,3.04,4.55,3.08,4.69,4.18,2.85,3.11,3.05,4.02,2.31,3.2,5.18,3.45,3.41,3.83,3.94,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82521488450,82,2024-02-16 19:14:29,77,36,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),False,True,https://app.prolific.com/,No,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.53,51.31,16.95,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,160€",Increasing or slightly increasing,Evolution of sales profits on office supplies and equipment,Slightly agree,Slightly agree,Slightly disagree,Agree,Strongly disagree,Slightly disagree,Strongly agree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Strongly agree,Slightly disagree,,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Agree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.11,48.18,28.89,12.32,12.65,10.37,13.07,20.35,15.03,15.82,16.89,9.67,43.89,12.88,16.33,14.97,23.22,11.82,31.37,15.58,9.58,12.29,11.95,11.76,12.16,57.78,11.6,43.53,58.3,22.62,50.65,9.47,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793122762,82,2024-02-16 14:37:40,77,22,Man (including Trans Male/Trans Man),High school diploma/A-levels,False,True,https://app.prolific.com/,No,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.33,377.05,13.2,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,They didn't have any child,The family tree of a student,Slightly disagree,,Slightly agree,Disagree,Slightly disagree,Neutral,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Agree,Slightly disagree,Disagree,Slightly disagree,Slightly disagree,Disagree,Disagree,Disagree,,Slightly agree,Disagree,,Slightly disagree,Disagree,Slightly disagree,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.81,85.28,19.45,10.37,9.38,9.25,5.59,24.97,5.96,11.32,4.21,11.78,11.49,18.03,5.5,3.87,20.87,10.42,10.03,25.01,7.38,7.4,26.84,5.81,4.66,9.18,10.18,14.5,8.9,4.85,8.18,9.63,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
